"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","149285","","","","0"
"2012","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","155860","","","","0"
"2013","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","163286","","","","0"
"2014","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","170259","","","","0"
"2015","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","177074","","","","0"
"2016","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","185229","","","","0"
"2017","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","191923","","","","0"
"2018","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","197254","","","","0"
"2019","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","202051","","","","0"
"2020","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","205067","","","","0"
"2021","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","209435","","","","0"
"2022","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","213228","","","","0"
"2023","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","219944","","","","0"
"2024","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","228494","","","","0"
"2025","Canada","2021A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","238879","","","","0"
"2000","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","26655","","","","0"
"2001","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","27520","","","","0"
"2002","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","29095","","","","0"
"2003","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","31067","","","","0"
"2004","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","32903","","","","0"
"2005","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","34897","","","","0"
"2006","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","36730","","","","0"
"2007","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","38219","","","","0"
"2008","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","39648","","","","0"
"2009","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","41297","","","","0"
"2010","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","45003","","","","0"
"2011","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","49849","","","","0"
"2012","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","54449","","","","0"
"2013","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","58081","","","","0"
"2014","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","61855","","","","0"
"2015","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","64972","","","","0"
"2016","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","68909","","","","0"
"2017","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","71907","","","","0"
"2018","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","75000","","","","0"
"2019","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","77997","","","","0"
"2020","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","81243","","","","0"
"2021","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","85302","","","","0"
"2022","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","88275","","","","0"
"2023","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","91120","","","","0"
"2024","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","94061","","","","0"
"2025","Canada","2021A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","97205","","","","0"
"2000","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","4917","","","","0"
"2001","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5077","","","","0"
"2002","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5294","","","","0"
"2003","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5678","","","","0"
"2004","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5857","","","","0"
"2005","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","6198","","","","0"
"2006","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","6675","","","","0"
"2007","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","7028","","","","0"
"2008","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","7623","","","","0"
"2009","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","8177","","","","0"
"2010","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","8955","","","","0"
"2011","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","9327","","","","0"
"2012","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","9770","","","","0"
"2013","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","10193","","","","0"
"2014","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","10984","","","","0"
"2015","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","12078","","","","0"
"2016","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","13770","","","","0"
"2017","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","14865","","","","0"
"2018","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","15693","","","","0"
"2019","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","16572","","","","0"
"2020","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","16958","","","","0"
"2021","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","17901","","","","0"
"2022","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","19111","","","","0"
"2023","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","20034","","","","0"
"2024","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","21112","","","","0"
"2025","Canada","2021A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","22549","","","","0"
"2000","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","514","","","","0"
"2001","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","521","","","","0"
"2002","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","535","","","","0"
"2003","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","556","","","","0"
"2004","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","584","","","","0"
"2005","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","591","","","","0"
"2006","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","696","","","","0"
"2007","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","722","","","","0"
"2008","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","813","","","","0"
"2009","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","844","","","","0"
"2010","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","874","","","","0"
"2011","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","942","","","","0"
"2012","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1039","","","","0"
"2013","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1134","","","","0"
"2014","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1199","","","","0"
"2015","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1258","","","","0"
"2016","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1395","","","","0"
"2017","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1498","","","","0"
"2018","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1540","","","","0"
"2019","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1567","","","","0"
"2020","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1695","","","","0"
"2021","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1848","","","","0"
"2022","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1867","","","","0"
"2023","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1965","","","","0"
"2024","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","2074","","","","0"
"2025","Canada","2021A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","2205","","","","0"
"2000","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","36.0","","","","1"
"2001","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","36.4","","","","1"
"2002","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","36.7","","","","1"
"2003","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","37.1","","","","1"
"2004","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","37.4","","","","1"
"2005","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","37.7","","","","1"
"2006","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","38.0","","","","1"
"2007","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","38.2","","","","1"
"2008","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","38.5","","","","1"
"2009","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","38.7","","","","1"
"2010","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","38.9","","","","1"
"2011","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.1","","","","1"
"2012","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.3","","","","1"
"2013","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.4","","","","1"
"2014","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.5","","","","1"
"2015","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.7","","","","1"
"2016","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.7","","","","1"
"2017","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.7","","","","1"
"2018","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.7","","","","1"
"2019","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.6","","","","1"
"2020","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.7","","","","1"
"2021","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","40.0","","","","1"
"2022","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.8","","","","1"
"2023","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.5","","","","1"
"2024","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.2","","","","1"
"2025","Canada","2021A000011124","Men+","Median age","Years","308","units","0","v466690","1.2.105","39.5","","","","1"
"2000","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","15491918","","","","0"
"2001","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","15654245","","","","0"
"2002","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","15822037","","","","0"
"2003","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","15963900","","","","0"
"2004","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16112598","","","","0"
"2005","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16263177","","","","0"
"2006","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16426431","","","","0"
"2007","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16590033","","","","0"
"2008","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16772907","","","","0"
"2009","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","16965894","","","","0"
"2010","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17157442","","","","0"
"2011","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17326070","","","","0"
"2012","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17506006","","","","0"
"2013","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17683563","","","","0"
"2014","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17857434","","","","0"
"2015","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","17993925","","","","0"
"2016","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","18196277","","","","0"
"2017","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","18402888","","","","0"
"2018","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","18647430","","","","0"
"2019","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","18902984","","","","0"
"2020","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","19099637","","","","0"
"2021","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","19197069","","","","0"
"2022","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","19546445","","","","0"
"2023","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","20060879","","","","0"
"2024","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","20637580","","","","0"
"2025","Canada","2021A000011124","Women+","All ages","Persons","249","units","0","v466670","1.3.1","20841344","","","","0"
"2000","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","874519","","","","0"
"2001","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","856368","","","","0"
"2002","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","841774","","","","0"
"2003","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","832313","","","","0"
"2004","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","831426","","","","0"
"2005","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","831846","","","","0"
"2006","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","839557","","","","0"
"2007","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","854461","","","","0"
"2008","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","876264","","","","0"
"2009","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","895907","","","","0"
"2010","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","915194","","","","0"
"2011","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","926890","","","","0"
"2012","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","937020","","","","0"
"2013","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","940414","","","","0"
"2014","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","942449","","","","0"
"2015","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","942741","","","","0"
"2016","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","949586","","","","0"
"2017","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","950280","","","","0"
"2018","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","951706","","","","0"
"2019","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","950115","","","","0"
"2020","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","945247","","","","0"
"2021","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","928607","","","","0"
"2022","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","921129","","","","0"
"2023","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","914716","","","","0"
"2024","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","913949","","","","0"
"2025","Canada","2021A000011124","Women+","0 to 4 years","Persons","249","units","0","v466886","1.3.7","912005","","","","0"
"2000","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","993237","","","","0"
"2001","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","984451","","","","0"
"2002","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","969753","","","","0"
"2003","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","950357","","","","0"
"2004","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","929816","","","","0"
"2005","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","909861","","","","0"
"2006","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","887840","","","","0"
"2007","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","876426","","","","0"
"2008","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","870300","","","","0"
"2009","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","870733","","","","0"
"2010","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","871005","","","","0"
"2011","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","882009","","","","0"
"2012","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","901544","","","","0"
"2013","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","925637","","","","0"
"2014","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","945845","","","","0"
"2015","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","966318","","","","0"
"2016","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","983365","","","","0"
"2017","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","991601","","","","0"
"2018","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","996908","","","","0"
"2019","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1002145","","","","0"
"2020","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1006409","","","","0"
"2021","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1008937","","","","0"
"2022","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1017869","","","","0"
"2023","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1032872","","","","0"
"2024","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1048357","","","","0"
"2025","Canada","2021A000011124","Women+","5 to 9 years","Persons","249","units","0","v466700","1.3.13","1042602","","","","0"
"2000","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1002745","","","","0"
"2001","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1014376","","","","0"
"2002","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1031167","","","","0"
"2003","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1042823","","","","0"
"2004","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1044825","","","","0"
"2005","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1037428","","","","0"
"2006","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1025104","","","","0"
"2007","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1007672","","","","0"
"2008","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","989740","","","","0"
"2009","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","971411","","","","0"
"2010","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","952680","","","","0"
"2011","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","930673","","","","0"
"2012","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","921097","","","","0"
"2013","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","917845","","","","0"
"2014","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","923198","","","","0"
"2015","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","926787","","","","0"
"2016","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","941225","","","","0"
"2017","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","955339","","","","0"
"2018","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","977015","","","","0"
"2019","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","996377","","","","0"
"2020","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1016453","","","","0"
"2021","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1025486","","","","0"
"2022","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1042336","","","","0"
"2023","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1062414","","","","0"
"2024","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1085566","","","","0"
"2025","Canada","2021A000011124","Women+","10 to 14 years","Persons","249","units","0","v466718","1.3.19","1095227","","","","0"
"2000","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1018415","","","","0"
"2001","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1027671","","","","0"
"2002","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1033526","","","","0"
"2003","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1034190","","","","0"
"2004","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1040589","","","","0"
"2005","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1056645","","","","0"
"2006","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1075223","","","","0"
"2007","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1089524","","","","0"
"2008","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1101333","","","","0"
"2009","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1104269","","","","0"
"2010","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1098795","","","","0"
"2011","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1090592","","","","0"
"2012","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1066464","","","","0"
"2013","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1044231","","","","0"
"2014","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1027249","","","","0"
"2015","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1016361","","","","0"
"2016","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1012198","","","","0"
"2017","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1011384","","","","0"
"2018","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1014501","","","","0"
"2019","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1018559","","","","0"
"2020","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1013573","","","","0"
"2021","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1000345","","","","0"
"2022","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1038363","","","","0"
"2023","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1080023","","","","0"
"2024","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1118368","","","","0"
"2025","Canada","2021A000011124","Women+","15 to 19 years","Persons","249","units","0","v466739","1.3.25","1123657","","","","0"
"2000","Canada","2021A000011124","Women+","20 to 24 years","Persons","249","units","0","v466760","1.3.31","1009565","","","","0"
